Tower Type,Bundle Type,Conductor Type,Impedance,Admittance,A,B,C,D,Vs,Is,Vr (KV),Vr angle (Degrees),Ir (A),Ir angle (Degrees),Cost (Million $),Real Power loss (%),Thermal limit surpassed,Current limit (Summer),Current limit (Winter),Stability limit (MVA),Stability limit angle,Dynamic Stability limit (MVA),Dynamic Stability limit angle
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 26.3 mm diameter,(0.018+0.267j),4.1055144500563375e-06j,(0.972+0.002j),(3.974+60.115j),(-0+0.001j),(0.972+0.002j),132.0,699.8,132.3,-18.4,690.8,-10.1,77.5,2.13,False,405,997,270.68,86.2,192.44,43.1
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 26.3 mm diameter,(0.012+0.245j),4.477526194262683e-06j,(0.972+0.001j),(2.65+55.119j),(-0+0.001j),(0.972+0.001j),132.0,699.8,132.1,-16.9,692.9,-11.0,97.0,1.42,False,405,997,300.87,87.2,213.6,43.6
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 26.3 mm diameter,(0.012+0.23j),4.771927191903771e-06j,(0.972+0.001j),(2.65+51.719j),(-0+0.001j),(0.972+0.001j),132.0,699.8,131.5,-15.9,694.6,-11.7,98.4,1.42,False,405,997,318.0,87.1,225.84,43.5
Tower Type B2 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 26.3 mm diameter,(0.009+0.219j),5.001203122149354e-06j,(0.972+0.001j),(1.987+49.347j),(-0+0.001j),(0.972+0.001j),132.0,699.8,131.5,-15.2,696.0,-12.2,117.2,1.07,False,405,997,337.31,87.7,239.34,43.8
Tower Type B2 – Double,No bundling – 1 conductor,AAC 31.5 mm diameter,(0.025+0.364j),3.0141344573676314e-06j,(0.972+0.002j),(5.541+81.881j),(-0+0.001j),(0.972+0.002j),132.0,699.8,136.9,-24.6,685.9,-7.4,62.2,2.95,False,495,1224,204.72,86.1,145.41,43.1
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 31.5 mm diameter,(0.012+0.271j),4.0544060841512455e-06j,(0.972+0.001j),(2.77+60.871j),(-0+0.001j),(0.972+0.001j),132.0,699.8,133.3,-18.6,690.6,-10.0,87.8,1.48,False,495,1224,275.47,87.4,195.49,43.7
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 31.5 mm diameter,(0.012+0.262j),4.194448718848093e-06j,(0.972+0.001j),(2.77+58.839j),(-0+0.001j),(0.972+0.001j),132.0,699.8,132.8,-18.0,691.3,-10.3,88.4,1.48,False,495,1224,283.58,87.3,201.29,43.7
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 31.5 mm diameter,(0.008+0.241j),4.547632798356005e-06j,(0.972+0.001j),(1.847+54.269j),(-0+0.001j),(0.972+0.001j),132.0,699.8,132.5,-16.6,693.3,-11.2,113.4,0.99,False,495,1224,311.13,88.1,220.62,44.0
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 31.5 mm diameter,(0.008+0.226j),4.851638073011554e-06j,(0.972+0.001j),(1.847+50.868j),(-0+0.001j),(0.972+0.001j),132.0,699.8,131.9,-15.6,695.1,-11.9,114.7,0.99,False,495,1224,329.53,87.9,233.73,44.0
Tower Type B2 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 31.5 mm diameter,(0.006+0.217j),5.066635213222634e-06j,(0.972+0.001j),(1.385+48.709j),(-0+0.001j),(0.972+0.001j),132.0,699.8,131.8,-14.9,696.5,-12.4,139.0,0.75,False,495,1224,346.82,88.4,245.83,44.2
Tower Type C,No bundling – 1 conductor,AAC 9.0 mm diameter,(0.609+0.428j),2.5623726138854928e-06j,(0.972+0.04j),(135.746+98.153j),(-0+0.001j),(0.972+0.04j),132.0,699.8,71.6,-62.3,682.7,-4.0,40.6,72.18,True,110,308,31.61,35.9,28.87,17.9
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 9.0 mm diameter,(0.305+0.296j),3.7136339245681814e-06j,(0.972+0.029j),(67.875+67.122j),(-0+0.001j),(0.972+0.029j),132.0,699.8,91.6,-28.1,687.0,-7.5,46.9,36.24,True,110,308,64.15,44.7,54.64,22.3
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 9.0 mm diameter,(0.305+0.286j),3.830784645977888e-06j,(0.972+0.03j),(67.875+65.111j),(-0+0.001j),(0.972+0.03j),132.0,699.8,90.9,-27.3,687.5,-7.8,47.6,36.26,True,110,308,64.16,43.8,54.95,21.9
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 9.0 mm diameter,(0.203+0.253j),4.337003305287532e-06j,(0.972+0.022j),(45.25+57.25j),(-0+0.001j),(0.972+0.022j),132.0,699.8,103.5,-21.0,690.4,-9.4,53.3,24.24,True,110,308,96.17,51.7,77.46,25.8
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 9.0 mm diameter,(0.203+0.238j),4.612646489574854e-06j,(0.972+0.024j),(45.25+53.871j),(-0+0.001j),(0.972+0.024j),132.0,699.8,102.6,-19.7,691.7,-10.0,54.6,24.27,True,110,308,96.24,50.0,78.23,25.0
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 9.0 mm diameter,(0.152+0.222j),4.94872487796618e-06j,(0.972+0.019j),(33.938+50.092j),(-0+0.001j),(0.972+0.019j),132.0,699.8,109.5,-17.3,694.0,-11.1,59.6,18.24,True,110,308,127.71,55.9,99.87,27.9
Tower Type C,No bundling – 1 conductor,AAC 16.3 mm diameter,(0.186+0.391j),2.806937020325698e-06j,(0.972+0.013j),(41.386+88.109j),(-0+0.001j),(0.972+0.013j),132.0,699.8,116.0,-31.1,684.5,-6.2,42.2,22.04,True,216,636,98.51,64.8,74.0,32.4
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 16.3 mm diameter,(0.093+0.277j),3.963904982018061e-06j,(0.972+0.009j),(20.693+62.326j),(-0+0.001j),(0.972+0.009j),132.0,699.8,121.4,-20.4,689.5,-9.3,50.2,11.07,True,216,636,173.32,71.6,127.16,35.8
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 16.3 mm diameter,(0.093+0.268j),4.0976622956807475e-06j,(0.972+0.01j),(20.693+60.296j),(-0+0.001j),(0.972+0.01j),132.0,699.8,120.9,-19.8,690.1,-9.6,50.9,11.08,True,216,636,175.93,71.1,129.31,35.5
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 16.3 mm diameter,(0.062+0.241j),4.561219929670155e-06j,(0.972+0.007j),(13.796+54.14j),(-0+0.001j),(0.972+0.007j),132.0,699.8,124.2,-17.3,692.8,-10.8,58.2,7.41,True,216,636,225.31,75.7,163.55,37.9
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 16.3 mm diameter,(0.062+0.225j),4.867105587550069e-06j,(0.972+0.008j),(13.796+50.742j),(-0+0.001j),(0.972+0.008j),132.0,699.8,123.5,-16.2,694.6,-11.6,59.5,7.42,True,216,636,233.97,74.8,170.22,37.4
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 16.3 mm diameter,(0.046+0.212j),5.166050151517751e-06j,(0.972+0.006j),(10.347+47.793j),(-0+0.001j),(0.972+0.006j),132.0,699.8,125.4,-15.1,696.6,-12.4,66.1,5.57,True,216,636,270.4,77.8,195.38,38.9
Tower Type C,No bundling – 1 conductor,AAC 21.0 mm diameter,(0.112+0.375j),2.926068337133677e-06j,(0.972+0.008j),(24.934+84.413j),(-0+0.001j),(0.972+0.008j),132.0,699.8,125.1,-27.6,685.2,-6.8,43.8,13.29,True,299,875,137.22,73.5,99.9,36.8
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 21.0 mm diameter,(0.056+0.269j),4.081230692578939e-06j,(0.972+0.006j),(12.467+60.494j),(-0+0.001j),(0.972+0.006j),132.0,699.8,126.6,-19.2,690.4,-9.8,53.3,6.68,True,299,875,218.15,78.4,157.33,39.2
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 21.0 mm diameter,(0.056+0.26j),4.2231649829701965e-06j,(0.972+0.006j),(12.467+58.463j),(-0+0.001j),(0.972+0.006j),132.0,699.8,126.1,-18.5,691.1,-10.1,54.0,6.68,True,299,875,222.98,78.0,160.98,39.0
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 21.0 mm diameter,(0.037+0.235j),4.664077031277323e-06j,(0.972+0.004j),(8.311+52.926j),(-0+0.001j),(0.972+0.004j),132.0,699.8,127.8,-16.6,693.7,-11.3,62.9,4.46,True,299,875,267.54,81.1,191.98,40.5
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 21.0 mm diameter,(0.037+0.22j),4.984398308843734e-06j,(0.972+0.005j),(8.311+49.526j),(-0+0.001j),(0.972+0.005j),132.0,699.8,127.1,-15.5,695.6,-12.0,64.2,4.47,True,299,875,280.85,80.5,201.8,40.2
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 21.0 mm diameter,(0.028+0.208j),5.264673299753775e-06j,(0.972+0.004j),(6.234+46.885j),(-0+0.001j),(0.972+0.004j),132.0,699.8,128.1,-14.6,697.5,-12.7,72.4,3.36,False,299,875,311.71,82.4,223.16,41.2
Tower Type C,No bundling – 1 conductor,AAC 26.3 mm diameter,(0.071+0.361j),3.0407002874460686e-06j,(0.972+0.006j),(15.897+81.192j),(-0+0.001j),(0.972+0.006j),132.0,699.8,129.9,-25.6,685.8,-7.2,46.1,8.48,True,405,997,168.05,78.9,120.81,39.5
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 26.3 mm diameter,(0.036+0.262j),4.191427941951168e-06j,(0.972+0.004j),(7.949+58.89j),(-0+0.001j),(0.972+0.004j),132.0,699.8,129.3,-18.4,691.1,-10.1,57.8,4.26,True,405,997,249.57,82.3,178.61,41.2
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 26.3 mm diameter,(0.036+0.253j),4.341271147404662e-06j,(0.972+0.004j),(7.949+56.858j),(-0+0.001j),(0.972+0.004j),132.0,699.8,128.9,-17.7,691.9,-10.5,58.5,4.26,True,405,997,256.21,82.0,183.47,41.0
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 26.3 mm diameter,(0.024+0.231j),4.759410462059674e-06j,(0.972+0.003j),(5.299+51.858j),(-0+0.001j),(0.972+0.003j),132.0,699.8,129.6,-16.1,694.4,-11.6,69.6,2.85,False,405,997,295.51,84.2,210.87,42.1
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 26.3 mm diameter,(0.024+0.215j),5.093429148383911e-06j,(0.972+0.003j),(5.299+48.458j),(-0+0.001j),(0.972+0.003j),132.0,699.8,129.0,-15.1,696.4,-12.4,71.0,2.85,False,405,997,312.2,83.8,222.97,41.9
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 26.3 mm diameter,(0.018+0.205j),5.355488411203889e-06j,(0.972+0.002j),(3.974+46.085j),(-0+0.001j),(0.972+0.002j),132.0,699.8,129.5,-14.3,698.2,-13.0,81.4,2.14,False,405,997,338.4,85.1,241.15,42.5
Tower Type C,No bundling – 1 conductor,AAC 31.5 mm diameter,(0.05+0.35j),3.139297057569788e-06j,(0.972+0.004j),(11.082+78.628j),(-0+0.001j),(0.972+0.004j),132.0,699.8,132.3,-24.3,686.2,-7.6,48.8,5.91,True,495,1224,189.14,82.0,135.23,41.0
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 31.5 mm diameter,(0.025+0.256j),4.284165336836702e-06j,(0.972+0.003j),(5.541+57.61j),(-0+0.001j),(0.972+0.003j),132.0,699.8,130.7,-17.8,691.7,-10.4,63.3,2.97,False,495,1224,269.77,84.5,192.34,42.3
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 31.5 mm diameter,(0.025+0.247j),4.440836529136301e-06j,(0.972+0.003j),(5.541+55.578j),(-0+0.001j),(0.972+0.003j),132.0,699.8,130.2,-17.2,692.5,-10.8,64.0,2.97,False,495,1224,277.66,84.3,198.05,42.2
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 31.5 mm diameter,(0.017+0.227j),4.838700255411803e-06j,(0.972+0.002j),(3.694+51.006j),(-0+0.001j),(0.972+0.002j),132.0,699.8,130.6,-15.7,694.9,-11.8,77.8,1.99,False,495,1224,313.0,85.9,222.72,42.9
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 31.5 mm diameter,(0.017+0.212j),5.184344991107786e-06j,(0.972+0.002j),(3.694+47.606j),(-0+0.001j),(0.972+0.002j),132.0,699.8,130.0,-14.7,697.1,-12.6,79.2,1.99,False,495,1224,331.91,85.6,236.33,42.8
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 31.5 mm diameter,(0.012+0.202j),5.430588885394342e-06j,(0.972+0.002j),(2.77+45.446j),(-0+0.001j),(0.972+0.002j),132.0,699.8,130.2,-14.0,698.8,-13.2,92.3,1.5,False,495,1224,354.89,86.5,252.31,43.3
