Tower Type,Bundle Type,Conductor Type,Impedance,Admittance,A,B,C,D,Vs,Is,Vr (KV),Vr angle (Degrees),Ir (A),Ir angle (Degrees),Cost (Million $),Real Power loss (%),Thermal limit surpassed,Current limit (Summer),Current limit (Winter),Stability limit (MVA),Stability limit angle,Dynamic Stability limit (MVA),Dynamic Stability limit angle
Tower Type B2 – Double,No bundling – 1 conductor,AAC 31.5 mm diameter,(0.025+0.364j),3.0141344573676314e-06j,(0.999+0j),(0.845+12.377j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-3.8,699.5,-1.1,9.3,0.45,False,495,1224,1305.16,86.1,928.2,43.0
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 31.5 mm diameter,(0.012+0.271j),4.0544060841512455e-06j,(0.999+0j),(0.423+9.202j),(-0+0j),(0.999+0j),132.0,699.8,131.8,-2.8,699.6,-1.5,13.1,0.22,False,495,1224,1801.88,87.4,1279.08,43.7
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 31.5 mm diameter,(0.012+0.262j),4.194448718848093e-06j,(0.999+0j),(0.423+8.894j),(-0+0j),(0.999+0j),132.0,699.8,131.8,-2.7,699.6,-1.5,13.2,0.22,False,495,1224,1860.76,87.3,1321.05,43.6
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 31.5 mm diameter,(0.008+0.241j),4.547632798356005e-06j,(0.999+0j),(0.282+8.204j),(-0+0j),(0.999+0j),132.0,699.8,131.8,-2.5,699.7,-1.7,17.0,0.15,False,495,1224,2047.47,88.0,1452.0,44.0
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 31.5 mm diameter,(0.008+0.226j),4.851638073011554e-06j,(0.999+0j),(0.282+7.69j),(-0+0j),(0.999+0j),132.0,699.8,131.8,-2.3,699.7,-1.8,17.2,0.15,False,495,1224,2178.75,87.9,1545.4,44.0
Tower Type B2 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 31.5 mm diameter,(0.006+0.217j),5.066635213222634e-06j,(0.999+0j),(0.211+7.363j),(-0+0j),(0.999+0j),132.0,699.8,131.9,-2.2,699.7,-1.9,20.8,0.11,False,495,1224,2295.28,88.4,1626.97,44.2
Tower Type C,No bundling – 1 conductor,AAC 9.0 mm diameter,(0.609+0.428j),2.5623726138854928e-06j,(0.999+0.001j),(20.713+14.566j),(-0+0j),(0.999+0.001j),132.0,699.8,117.9,-4.9,699.5,-0.9,6.1,10.98,True,110,308,165.68,35.1,137.06,17.6
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 9.0 mm diameter,(0.305+0.296j),3.7136339245681814e-06j,(0.999+0.001j),(10.357+10.048j),(-0+0j),(0.999+0.001j),132.0,699.8,124.9,-3.2,699.6,-1.3,7.0,5.49,True,110,308,366.75,44.1,283.08,22.1
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 9.0 mm diameter,(0.305+0.286j),3.830784645977888e-06j,(0.999+0.001j),(10.357+9.741j),(-0+0j),(0.999+0.001j),132.0,699.8,124.8,-3.1,699.6,-1.4,7.1,5.49,True,110,308,360.52,43.2,278.96,21.6
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 9.0 mm diameter,(0.203+0.253j),4.337003305287532e-06j,(0.999+0.001j),(6.904+8.603j),(-0+0j),(0.999+0.001j),132.0,699.8,127.2,-2.7,699.6,-1.6,8.0,3.66,True,110,308,603.99,51.3,454.25,25.6
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 9.0 mm diameter,(0.203+0.238j),4.612646489574854e-06j,(0.999+0.001j),(6.904+8.089j),(-0+0j),(0.999+0.001j),132.0,699.8,127.2,-2.5,699.7,-1.7,8.2,3.66,True,110,308,591.06,49.5,445.93,24.8
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 9.0 mm diameter,(0.152+0.222j),4.94872487796618e-06j,(0.999+0j),(5.178+7.539j),(-0+0j),(0.999+0j),132.0,699.8,128.4,-2.3,699.7,-1.8,8.9,2.75,True,110,308,832.55,55.5,619.29,27.8
Tower Type C,No bundling – 1 conductor,AAC 16.3 mm diameter,(0.186+0.391j),2.806937020325698e-06j,(0.999+0j),(6.315+13.292j),(-0+0j),(0.999+0j),132.0,699.8,127.8,-4.2,699.5,-1.0,6.3,3.35,True,216,636,670.14,64.6,492.77,32.3
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 16.3 mm diameter,(0.093+0.277j),3.963904982018061e-06j,(0.999+0j),(3.157+9.412j),(-0+0j),(0.999+0j),132.0,699.8,129.9,-2.9,699.6,-1.4,7.5,1.67,True,216,636,1186.48,71.5,861.49,35.7
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 16.3 mm diameter,(0.093+0.268j),4.0976622956807475e-06j,(0.999+0j),(3.157+9.105j),(-0+0j),(0.999+0j),132.0,699.8,129.9,-2.8,699.6,-1.5,7.6,1.67,True,216,636,1205.43,70.9,875.91,35.4
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 16.3 mm diameter,(0.062+0.241j),4.561219929670155e-06j,(0.999+0j),(2.105+8.179j),(-0+0j),(0.999+0j),132.0,699.8,130.6,-2.5,699.7,-1.7,8.7,1.12,True,216,636,1537.58,75.6,1109.71,37.8
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 16.3 mm diameter,(0.062+0.225j),4.867105587550069e-06j,(0.999+0j),(2.105+7.665j),(-0+0j),(0.999+0j),132.0,699.8,130.6,-2.3,699.7,-1.8,8.9,1.12,True,216,636,1600.15,74.6,1156.24,37.3
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 16.3 mm diameter,(0.046+0.212j),5.166050151517751e-06j,(0.999+0j),(1.579+7.222j),(-0+0j),(0.999+0j),132.0,699.8,130.9,-2.2,699.8,-1.9,9.9,0.84,True,216,636,1842.49,77.7,1325.8,38.8
Tower Type C,No bundling – 1 conductor,AAC 21.0 mm diameter,(0.112+0.375j),2.926068337133677e-06j,(0.999+0j),(3.804+12.75j),(-0+0j),(0.999+0j),132.0,699.8,129.6,-3.9,699.5,-1.1,6.6,2.02,True,299,875,924.59,73.4,669.91,36.7
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 21.0 mm diameter,(0.056+0.269j),4.081230692578939e-06j,(0.999+0j),(1.902+9.141j),(-0+0j),(0.999+0j),132.0,699.8,130.7,-2.8,699.6,-1.5,8.0,1.01,True,299,875,1475.35,78.2,1060.95,39.1
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 21.0 mm diameter,(0.056+0.26j),4.2231649829701965e-06j,(0.999+0j),(1.902+8.834j),(-0+0j),(0.999+0j),132.0,699.8,130.7,-2.7,699.6,-1.5,8.1,1.01,True,299,875,1511.51,77.8,1087.53,38.9
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 21.0 mm diameter,(0.037+0.235j),4.664077031277323e-06j,(0.999+0j),(1.268+7.999j),(-0+0j),(0.999+0j),132.0,699.8,131.1,-2.4,699.7,-1.7,9.4,0.67,True,299,875,1805.0,81.0,1292.96,40.5
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 21.0 mm diameter,(0.037+0.22j),4.984398308843734e-06j,(0.999+0j),(1.268+7.485j),(-0+0j),(0.999+0j),132.0,699.8,131.1,-2.3,699.7,-1.8,9.6,0.67,True,299,875,1901.73,80.4,1363.37,40.2
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 21.0 mm diameter,(0.028+0.208j),5.264673299753775e-06j,(0.999+0j),(0.951+7.086j),(-0+0j),(0.999+0j),132.0,699.8,131.3,-2.2,699.8,-1.9,10.8,0.5,False,299,875,2103.88,82.4,1504.15,41.2
Tower Type C,No bundling – 1 conductor,AAC 26.3 mm diameter,(0.071+0.361j),3.0407002874460686e-06j,(0.999+0j),(2.426+12.269j),(-0+0j),(0.999+0j),132.0,699.8,130.5,-3.8,699.5,-1.1,6.9,1.29,True,405,997,1113.24,78.8,800.09,39.4
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 26.3 mm diameter,(0.036+0.262j),4.191427941951168e-06j,(0.999+0j),(1.213+8.901j),(-0+0j),(0.999+0j),132.0,699.8,131.2,-2.7,699.6,-1.5,8.7,0.64,True,405,997,1669.34,82.2,1193.73,41.1
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 26.3 mm diameter,(0.036+0.253j),4.341271147404662e-06j,(0.999+0j),(1.213+8.594j),(-0+0j),(0.999+0j),132.0,699.8,131.2,-2.6,699.6,-1.6,8.8,0.64,True,405,997,1718.37,82.0,1229.26,41.0
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 26.3 mm diameter,(0.024+0.231j),4.759410462059674e-06j,(0.999+0j),(0.809+7.839j),(-0+0j),(0.999+0j),132.0,699.8,131.5,-2.4,699.7,-1.7,10.4,0.43,False,405,997,1977.11,84.1,1410.05,42.1
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 26.3 mm diameter,(0.024+0.215j),5.093429148383911e-06j,(0.999+0j),(0.809+7.325j),(-0+0j),(0.999+0j),132.0,699.8,131.5,-2.2,699.7,-1.9,10.6,0.43,False,405,997,2097.35,83.7,1496.66,41.9
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 26.3 mm diameter,(0.018+0.205j),5.355488411203889e-06j,(0.999+0j),(0.606+6.966j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.1,699.8,-2.0,12.2,0.32,False,405,997,2269.19,85.0,1616.24,42.5
Tower Type C,No bundling – 1 conductor,AAC 31.5 mm diameter,(0.05+0.35j),3.139297057569788e-06j,(0.999+0j),(1.691+11.884j),(-0+0j),(0.999+0j),132.0,699.8,131.0,-3.6,699.5,-1.1,7.3,0.9,True,495,1224,1239.15,81.9,886.61,41.0
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 31.5 mm diameter,(0.025+0.256j),4.284165336836702e-06j,(0.999+0j),(0.845+8.708j),(-0+0j),(0.999+0j),132.0,699.8,131.5,-2.7,699.6,-1.6,9.5,0.45,False,495,1224,1792.57,84.5,1277.83,42.2
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 31.5 mm diameter,(0.025+0.247j),4.440836529136301e-06j,(0.999+0j),(0.845+8.401j),(-0+0j),(0.999+0j),132.0,699.8,131.5,-2.6,699.7,-1.6,9.6,0.45,False,495,1224,1850.19,84.3,1319.28,42.1
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 31.5 mm diameter,(0.017+0.227j),4.838700255411803e-06j,(0.999+0j),(0.564+7.71j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.3,699.7,-1.8,11.7,0.3,False,495,1224,2084.17,85.8,1482.79,42.9
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 31.5 mm diameter,(0.017+0.212j),5.184344991107786e-06j,(0.999+0j),(0.564+7.196j),(-0+0j),(0.999+0j),132.0,699.8,131.6,-2.2,699.8,-1.9,11.9,0.3,False,495,1224,2219.53,85.5,1579.75,42.8
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 31.5 mm diameter,(0.012+0.202j),5.430588885394342e-06j,(0.999+0j),(0.423+6.87j),(-0+0j),(0.999+0j),132.0,699.8,131.7,-2.1,699.8,-2.0,13.8,0.22,False,495,1224,2371.13,86.5,1685.34,43.2
