Tower Type,Bundle Type,Conductor Type,Impedance,Admittance,A,B,C,D,Vs,Is,Vr (KV),Vr angle (Degrees),Ir (A),Ir angle (Degrees),Cost (Million $),Real Power loss (%),Thermal limit surpassed,Current limit (Summer),Current limit (Winter),Stability limit (MVA),Stability limit angle,Dynamic Stability limit (MVA),Dynamic Stability limit angle
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 26.3 mm diameter,(0.018+0.267j),4.1055144500563375e-06j,(0.981+0.001j),(3.243+48.885j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.8,-15.0,693.9,-8.1,62.9,1.73,False,405,997,331.55,86.2,235.75,43.1
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 26.3 mm diameter,(0.012+0.245j),4.477526194262683e-06j,(0.981+0.001j),(2.162+44.823j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.8,-13.7,695.2,-8.9,78.6,1.16,False,405,997,369.05,87.2,262.02,43.6
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 26.3 mm diameter,(0.012+0.23j),4.771927191903771e-06j,(0.981+0.001j),(2.162+42.057j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.4,-12.9,696.4,-9.5,79.7,1.16,False,405,997,390.69,87.1,277.48,43.5
Tower Type B2 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 26.3 mm diameter,(0.009+0.219j),5.001203122149354e-06j,(0.981+0.001j),(1.621+40.129j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.4,-12.3,697.3,-9.9,95.0,0.87,False,405,997,414.62,87.7,294.2,43.8
Tower Type B2 – Double,No bundling – 1 conductor,AAC 31.5 mm diameter,(0.025+0.364j),3.0141344573676314e-06j,(0.981+0.001j),(4.521+66.585j),(-0+0.001j),(0.981+0.001j),132.0,699.8,134.7,-20.2,690.6,-6.0,50.4,2.41,False,495,1224,247.92,86.1,176.19,43.1
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 24 cm",AAC 31.5 mm diameter,(0.012+0.271j),4.0544060841512455e-06j,(0.981+0.001j),(2.26+49.5j),(-0+0.001j),(0.981+0.001j),132.0,699.8,132.5,-15.1,693.7,-8.1,71.1,1.21,False,495,1224,336.92,87.4,239.13,43.7
Tower Type B2 – Double,"Bundling spacer – 2 conductor, 32 cm",AAC 31.5 mm diameter,(0.012+0.262j),4.194448718848093e-06j,(0.981+0.001j),(2.26+47.848j),(-0+0.001j),(0.981+0.001j),132.0,699.8,132.3,-14.6,694.2,-8.3,71.7,1.21,False,495,1224,347.21,87.3,246.48,43.6
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 23 cm ",AAC 31.5 mm diameter,(0.008+0.241j),4.547632798356005e-06j,(0.981+0.001j),(1.507+44.131j),(-0+0.001j),(0.981+0.001j),132.0,699.8,132.1,-13.5,695.5,-9.0,91.9,0.81,False,495,1224,381.52,88.0,270.55,44.0
Tower Type B2 – Double,"Bundling spacer – 3 conductor, 33 cm",AAC 31.5 mm diameter,(0.008+0.226j),4.851638073011554e-06j,(0.981+0.001j),(1.507+41.366j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.7,-12.7,696.7,-9.6,93.0,0.81,False,495,1224,404.73,87.9,287.07,44.0
Tower Type B2 – Double,"Bundling spacer – 4 conductor, 26 cm",AAC 31.5 mm diameter,(0.006+0.217j),5.066635213222634e-06j,(0.981+0.001j),(1.13+39.611j),(-0+0.001j),(0.981+0.001j),132.0,699.8,131.7,-12.1,697.6,-10.1,112.6,0.61,False,495,1224,426.22,88.4,302.12,44.2
Tower Type C,No bundling – 1 conductor,AAC 9.0 mm diameter,(0.609+0.428j),2.5623726138854928e-06j,(0.981+0.026j),(110.755+79.305j),(-0+0j),(0.981+0.026j),132.0,699.8,73.6,-45.0,688.7,-3.6,32.9,58.84,True,110,308,38.98,35.6,35.57,17.8
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 9.0 mm diameter,(0.305+0.296j),3.7136339245681814e-06j,(0.981+0.019j),(55.378+54.398j),(-0+0.001j),(0.981+0.019j),132.0,699.8,97.5,-21.4,691.6,-6.3,38.1,29.5,True,110,308,78.42,44.5,66.08,22.2
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 9.0 mm diameter,(0.305+0.286j),3.830784645977888e-06j,(0.981+0.02j),(55.378+52.756j),(-0+0.001j),(0.981+0.02j),132.0,699.8,97.1,-20.7,691.9,-6.5,38.6,29.51,True,110,308,78.32,43.6,66.33,21.8
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 9.0 mm diameter,(0.203+0.253j),4.337003305287532e-06j,(0.981+0.015j),(36.919+46.459j),(-0+0.001j),(0.981+0.015j),132.0,699.8,108.1,-16.4,693.8,-7.8,43.2,19.71,True,110,308,117.93,51.5,94.03,25.8
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 9.0 mm diameter,(0.203+0.238j),4.612646489574854e-06j,(0.981+0.016j),(36.919+43.706j),(-0+0.001j),(0.981+0.016j),132.0,699.8,107.6,-15.4,694.7,-8.3,44.3,19.73,True,110,308,117.66,49.8,94.58,24.9
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 9.0 mm diameter,(0.152+0.222j),4.94872487796618e-06j,(0.981+0.013j),(27.689+40.673j),(-0+0.001j),(0.981+0.013j),132.0,699.8,113.4,-13.7,696.2,-9.1,48.3,14.82,True,110,308,157.13,55.8,121.83,27.9
Tower Type C,No bundling – 1 conductor,AAC 16.3 mm diameter,(0.186+0.391j),2.806937020325698e-06j,(0.981+0.009j),(33.766+71.599j),(-0+0.001j),(0.981+0.009j),132.0,699.8,116.7,-24.8,689.8,-5.1,34.2,17.95,True,216,636,121.2,64.8,90.96,32.4
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 16.3 mm diameter,(0.093+0.277j),3.963904982018061e-06j,(0.981+0.006j),(16.883+50.665j),(-0+0.001j),(0.981+0.006j),132.0,699.8,122.7,-16.4,693.1,-7.6,40.7,9.01,True,216,636,214.18,71.6,156.91,35.8
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 16.3 mm diameter,(0.093+0.268j),4.0976622956807475e-06j,(0.981+0.006j),(16.883+49.014j),(-0+0.001j),(0.981+0.006j),132.0,699.8,122.4,-15.9,693.5,-7.8,41.3,9.01,True,216,636,217.54,71.0,159.62,35.5
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 16.3 mm diameter,(0.062+0.241j),4.561219929670155e-06j,(0.981+0.005j),(11.255+44.018j),(-0+0.001j),(0.981+0.005j),132.0,699.8,125.4,-13.9,695.3,-8.8,47.2,6.02,True,216,636,278.52,75.7,201.98,37.8
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 16.3 mm diameter,(0.062+0.225j),4.867105587550069e-06j,(0.981+0.005j),(11.255+41.254j),(-0+0.001j),(0.981+0.005j),132.0,699.8,124.9,-13.0,696.4,-9.4,48.3,6.02,True,216,636,289.53,74.7,210.39,37.4
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 16.3 mm diameter,(0.046+0.212j),5.166050151517751e-06j,(0.981+0.004j),(8.442+38.86j),(-0+0.001j),(0.981+0.004j),132.0,699.8,126.5,-12.2,697.8,-10.1,53.6,4.52,True,216,636,334.46,77.7,241.48,38.9
Tower Type C,No bundling – 1 conductor,AAC 21.0 mm diameter,(0.112+0.375j),2.926068337133677e-06j,(0.981+0.006j),(20.343+68.625j),(-0+0.001j),(0.981+0.006j),132.0,699.8,124.6,-22.3,690.2,-5.6,35.5,10.82,True,299,875,168.17,73.5,122.5,36.7
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 21.0 mm diameter,(0.056+0.269j),4.081230692578939e-06j,(0.981+0.004j),(10.172+49.188j),(-0+0.001j),(0.981+0.004j),132.0,699.8,127.0,-15.5,693.6,-7.9,43.2,5.43,True,299,875,268.8,78.3,193.81,39.2
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 21.0 mm diameter,(0.056+0.26j),4.2231649829701965e-06j,(0.981+0.004j),(10.172+47.535j),(-0+0.001j),(0.981+0.004j),132.0,699.8,126.7,-15.0,694.1,-8.2,43.8,5.43,True,299,875,275.0,77.9,198.46,39.0
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 21.0 mm diameter,(0.037+0.235j),4.664077031277323e-06j,(0.981+0.003j),(6.781+43.036j),(-0+0.001j),(0.981+0.003j),132.0,699.8,128.3,-13.4,695.8,-9.1,51.0,3.63,True,299,875,329.92,81.0,236.68,40.5
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 21.0 mm diameter,(0.037+0.22j),4.984398308843734e-06j,(0.981+0.003j),(6.781+40.271j),(-0+0.001j),(0.981+0.003j),132.0,699.8,127.9,-12.5,697.1,-9.8,52.1,3.63,True,299,875,346.81,80.4,249.09,40.2
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 21.0 mm diameter,(0.028+0.208j),5.264673299753775e-06j,(0.981+0.002j),(5.086+38.125j),(-0+0.001j),(0.981+0.002j),132.0,699.8,128.7,-11.8,698.3,-10.3,58.7,2.73,False,299,875,384.8,82.4,275.42,41.2
Tower Type C,No bundling – 1 conductor,AAC 26.3 mm diameter,(0.071+0.361j),3.0407002874460686e-06j,(0.981+0.004j),(12.97+66.018j),(-0+0.001j),(0.981+0.004j),132.0,699.8,128.9,-20.8,690.6,-5.9,37.3,6.9,True,405,997,205.24,78.9,147.66,39.4
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 26.3 mm diameter,(0.036+0.262j),4.191427941951168e-06j,(0.981+0.003j),(6.485+47.887j),(-0+0.001j),(0.981+0.003j),132.0,699.8,129.3,-14.9,694.1,-8.2,46.9,3.46,True,405,997,306.85,82.3,219.6,41.1
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 26.3 mm diameter,(0.036+0.253j),4.341271147404662e-06j,(0.981+0.003j),(6.485+46.235j),(-0+0.001j),(0.981+0.003j),132.0,699.8,129.1,-14.4,694.6,-8.5,47.4,3.46,True,405,997,315.31,82.0,225.78,41.0
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 26.3 mm diameter,(0.024+0.231j),4.759410462059674e-06j,(0.981+0.002j),(4.323+42.17j),(-0+0.001j),(0.981+0.002j),132.0,699.8,129.9,-13.0,696.3,-9.4,56.4,2.31,False,405,997,363.81,84.1,259.6,42.1
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 26.3 mm diameter,(0.024+0.215j),5.093429148383911e-06j,(0.981+0.002j),(4.323+39.405j),(-0+0.001j),(0.981+0.002j),132.0,699.8,129.4,-12.2,697.6,-10.0,57.5,2.32,False,405,997,384.92,83.7,274.87,41.9
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 26.3 mm diameter,(0.018+0.205j),5.355488411203889e-06j,(0.981+0.002j),(3.243+37.476j),(-0+0.001j),(0.981+0.002j),132.0,699.8,129.9,-11.6,698.8,-10.6,66.0,1.74,False,405,997,417.22,85.1,297.3,42.5
Tower Type C,No bundling – 1 conductor,AAC 31.5 mm diameter,(0.05+0.35j),3.139297057569788e-06j,(0.981+0.003j),(9.041+63.937j),(-0+0.001j),(0.981+0.003j),132.0,699.8,131.0,-19.8,690.9,-6.1,39.5,4.81,True,495,1224,230.55,82.0,164.95,41.0
Tower Type C,"Bundling spacer – 2 conductor, 24 cm",AAC 31.5 mm diameter,(0.025+0.256j),4.284165336836702e-06j,(0.981+0.002j),(4.521+46.848j),(-0+0.001j),(0.981+0.002j),132.0,699.8,130.5,-14.4,694.5,-8.5,51.3,2.41,False,495,1224,331.28,84.5,236.21,42.2
Tower Type C,"Bundling spacer – 2 conductor, 32 cm",AAC 31.5 mm diameter,(0.025+0.247j),4.440836529136301e-06j,(0.981+0.002j),(4.521+45.195j),(-0+0.001j),(0.981+0.002j),132.0,699.8,130.2,-13.9,695.0,-8.8,51.9,2.42,False,495,1224,341.3,84.3,243.45,42.1
Tower Type C,"Bundling spacer – 3 conductor, 23 cm ",AAC 31.5 mm diameter,(0.017+0.227j),4.838700255411803e-06j,(0.981+0.001j),(3.014+41.478j),(-0+0.001j),(0.981+0.001j),132.0,699.8,130.7,-12.8,696.6,-9.6,63.1,1.61,False,495,1224,385.0,85.8,273.96,42.9
Tower Type C,"Bundling spacer – 3 conductor, 33 cm",AAC 31.5 mm diameter,(0.017+0.212j),5.184344991107786e-06j,(0.981+0.001j),(3.014+38.713j),(-0+0.001j),(0.981+0.001j),132.0,699.8,130.3,-11.9,698.0,-10.2,64.2,1.62,False,495,1224,408.88,85.5,291.11,42.8
Tower Type C,"Bundling spacer – 4 conductor, 26 cm",AAC 31.5 mm diameter,(0.012+0.202j),5.430588885394342e-06j,(0.981+0.001j),(2.26+36.957j),(-0+0.001j),(0.981+0.001j),132.0,699.8,130.5,-11.4,699.2,-10.7,74.8,1.21,False,495,1224,437.26,86.5,310.86,43.2
